video,frame,is_multi_label,triplet_id,triplet_label,instrument_id,instrument,verb_id,verb,target_id,target,is_valid,num_triplets_in_frame
1,74,True,7,"grasper,grasp,gallbladder",0,grasper,0,grasp,0,gallbladder,True,2
1,74,True,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,True,2
1,75,True,7,"grasper,grasp,gallbladder",0,grasper,0,grasp,0,gallbladder,True,2
1,75,True,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,True,2
1,76,True,7,"grasper,grasp,gallbladder",0,grasper,0,grasp,0,gallbladder,True,2
1,76,True,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,True,2
1,77,True,7,"grasper,grasp,gallbladder",0,grasper,0,grasp,0,gallbladder,True,2
1,77,True,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,True,2
1,78,True,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,True,2
1,78,True,7,"grasper,grasp,gallbladder",0,grasper,0,grasp,0,gallbladder,True,2
1,79,True,7,"grasper,grasp,gallbladder",0,grasper,0,grasp,0,gallbladder,True,2
1,79,True,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,True,2
1,80,True,7,"grasper,grasp,gallbladder",0,grasper,0,grasp,0,gallbladder,True,2
1,80,True,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,True,2
1,81,True,7,"grasper,grasp,gallbladder",0,grasper,0,grasp,0,gallbladder,True,2
1,81,True,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,True,2
1,82,True,7,"grasper,grasp,gallbladder",0,grasper,0,grasp,0,gallbladder,True,2
1,82,True,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,True,2
1,83,True,7,"grasper,grasp,gallbladder",0,grasper,0,grasp,0,gallbladder,True,2
1,83,True,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,True,2
1,84,True,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,True,2
1,84,True,7,"grasper,grasp,gallbladder",0,grasper,0,grasp,0,gallbladder,True,2
1,85,True,7,"grasper,grasp,gallbladder",0,grasper,0,grasp,0,gallbladder,True,2
1,85,True,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,True,2
1,86,True,7,"grasper,grasp,gallbladder",0,grasper,0,grasp,0,gallbladder,True,2
1,86,True,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,True,2
1,87,True,7,"grasper,grasp,gallbladder",0,grasper,0,grasp,0,gallbladder,True,2
1,87,True,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,True,2
1,88,True,7,"grasper,grasp,gallbladder",0,grasper,0,grasp,0,gallbladder,True,2
1,88,True,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,True,2
1,89,True,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,True,2
1,89,True,7,"grasper,grasp,gallbladder",0,grasper,0,grasp,0,gallbladder,True,2
1,90,True,7,"grasper,grasp,gallbladder",0,grasper,0,grasp,0,gallbladder,True,2
1,90,True,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,True,2
1,91,True,7,"grasper,grasp,gallbladder",0,grasper,0,grasp,0,gallbladder,True,2
1,91,True,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,True,2
1,92,True,7,"grasper,grasp,gallbladder",0,grasper,0,grasp,0,gallbladder,True,2
1,92,True,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,True,2
1,93,True,7,"grasper,grasp,gallbladder",0,grasper,0,grasp,0,gallbladder,True,2
1,93,True,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,True,2
1,94,True,7,"grasper,grasp,gallbladder",0,grasper,0,grasp,0,gallbladder,True,2
1,94,True,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,True,2
1,95,True,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,True,2
1,95,True,7,"grasper,grasp,gallbladder",0,grasper,0,grasp,0,gallbladder,True,2
1,96,True,7,"grasper,grasp,gallbladder",0,grasper,0,grasp,0,gallbladder,True,2
1,96,True,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,True,2
1,97,True,7,"grasper,grasp,gallbladder",0,grasper,0,grasp,0,gallbladder,True,2
1,97,True,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,True,2
1,98,True,7,"grasper,grasp,gallbladder",0,grasper,0,grasp,0,gallbladder,True,2
1,98,True,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,True,2
1,99,True,7,"grasper,grasp,gallbladder",0,grasper,0,grasp,0,gallbladder,True,2
1,99,True,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,True,2
1,100,True,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,True,2
1,100,True,7,"grasper,grasp,gallbladder",0,grasper,0,grasp,0,gallbladder,True,2
1,101,True,7,"grasper,grasp,gallbladder",0,grasper,0,grasp,0,gallbladder,True,2
1,101,True,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,True,2
1,102,True,7,"grasper,grasp,gallbladder",0,grasper,0,grasp,0,gallbladder,True,2
1,102,True,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,True,2
1,103,True,7,"grasper,grasp,gallbladder",0,grasper,0,grasp,0,gallbladder,True,2
1,103,True,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,True,2
1,104,True,7,"grasper,grasp,gallbladder",0,grasper,0,grasp,0,gallbladder,True,2
1,104,True,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,True,2
1,105,True,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,True,2
1,105,True,7,"grasper,grasp,gallbladder",0,grasper,0,grasp,0,gallbladder,True,2
1,106,True,7,"grasper,grasp,gallbladder",0,grasper,0,grasp,0,gallbladder,True,2
1,106,True,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,True,2
1,107,True,7,"grasper,grasp,gallbladder",0,grasper,0,grasp,0,gallbladder,True,2
1,107,True,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,True,2
1,108,False,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,True,1
1,109,False,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,True,1
1,110,False,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,True,1
1,111,False,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,True,1
1,112,False,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,True,1
1,113,False,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,True,1
1,114,False,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,True,1
1,115,False,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,True,1
1,116,False,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,True,1
1,117,False,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,True,1
1,118,False,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,True,1
1,119,False,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,True,1
1,120,False,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,True,1
1,121,False,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,True,1
1,122,False,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,True,1
1,123,False,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,True,1
1,124,False,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,True,1
1,125,False,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,True,1
1,126,False,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,True,1
1,127,False,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,True,1
1,128,False,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,True,1
1,129,False,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,True,1
1,130,False,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,True,1
1,131,False,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,True,1
1,132,False,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,True,1
1,133,False,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,True,1
1,134,False,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,True,1
1,135,False,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,True,1
1,136,True,7,"grasper,grasp,gallbladder",0,grasper,0,grasp,0,gallbladder,True,2
1,136,True,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,True,2
1,137,True,7,"grasper,grasp,gallbladder",0,grasper,0,grasp,0,gallbladder,True,2
1,137,True,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,True,2
1,138,True,7,"grasper,grasp,gallbladder",0,grasper,0,grasp,0,gallbladder,True,2
1,138,True,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,True,2
1,139,True,7,"grasper,grasp,gallbladder",0,grasper,0,grasp,0,gallbladder,True,2
1,139,True,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,True,2
1,140,True,7,"grasper,grasp,gallbladder",0,grasper,0,grasp,0,gallbladder,True,2
1,140,True,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,True,2
1,141,True,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,True,2
1,141,True,7,"grasper,grasp,gallbladder",0,grasper,0,grasp,0,gallbladder,True,2
1,142,True,7,"grasper,grasp,gallbladder",0,grasper,0,grasp,0,gallbladder,True,2
1,142,True,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,True,2
1,143,True,7,"grasper,grasp,gallbladder",0,grasper,0,grasp,0,gallbladder,True,2
1,143,True,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,True,2
1,144,True,7,"grasper,grasp,gallbladder",0,grasper,0,grasp,0,gallbladder,True,2
1,144,True,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,True,2
1,145,True,7,"grasper,grasp,gallbladder",0,grasper,0,grasp,0,gallbladder,True,2
1,145,True,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,True,2
1,146,True,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,True,2
1,146,True,7,"grasper,grasp,gallbladder",0,grasper,0,grasp,0,gallbladder,True,2
1,147,True,7,"grasper,grasp,gallbladder",0,grasper,0,grasp,0,gallbladder,True,2
1,147,True,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,True,2
1,148,True,7,"grasper,grasp,gallbladder",0,grasper,0,grasp,0,gallbladder,True,2
1,148,True,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,True,2
1,149,True,7,"grasper,grasp,gallbladder",0,grasper,0,grasp,0,gallbladder,True,2
1,149,True,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,True,2
1,150,True,7,"grasper,grasp,gallbladder",0,grasper,0,grasp,0,gallbladder,True,2
1,150,True,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,True,2
1,151,True,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,True,2
1,151,True,7,"grasper,grasp,gallbladder",0,grasper,0,grasp,0,gallbladder,True,2
1,152,True,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,True,2
1,152,True,7,"grasper,grasp,gallbladder",0,grasper,0,grasp,0,gallbladder,True,2
1,153,True,7,"grasper,grasp,gallbladder",0,grasper,0,grasp,0,gallbladder,True,2
1,153,True,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,True,2
1,154,True,7,"grasper,grasp,gallbladder",0,grasper,0,grasp,0,gallbladder,True,2
1,154,True,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,True,2
1,155,True,7,"grasper,grasp,gallbladder",0,grasper,0,grasp,0,gallbladder,True,2
1,155,True,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,True,2
1,156,True,7,"grasper,grasp,gallbladder",0,grasper,0,grasp,0,gallbladder,True,2
1,156,True,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,True,2
1,157,True,7,"grasper,grasp,gallbladder",0,grasper,0,grasp,0,gallbladder,True,2
1,157,True,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,True,2
1,158,True,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,True,2
1,158,True,7,"grasper,grasp,gallbladder",0,grasper,0,grasp,0,gallbladder,True,2
1,159,True,7,"grasper,grasp,gallbladder",0,grasper,0,grasp,0,gallbladder,True,2
1,159,True,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,True,2
1,160,True,7,"grasper,grasp,gallbladder",0,grasper,0,grasp,0,gallbladder,True,2
1,160,True,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,True,2
1,161,True,7,"grasper,grasp,gallbladder",0,grasper,0,grasp,0,gallbladder,True,2
1,161,True,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,True,2
1,162,True,7,"grasper,grasp,gallbladder",0,grasper,0,grasp,0,gallbladder,True,2
1,162,True,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,True,2
1,163,True,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,True,2
1,163,True,7,"grasper,grasp,gallbladder",0,grasper,0,grasp,0,gallbladder,True,2
1,164,True,7,"grasper,grasp,gallbladder",0,grasper,0,grasp,0,gallbladder,True,2
1,164,True,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,True,2
1,165,True,7,"grasper,grasp,gallbladder",0,grasper,0,grasp,0,gallbladder,True,2
1,165,True,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,True,2
1,166,True,7,"grasper,grasp,gallbladder",0,grasper,0,grasp,0,gallbladder,True,2
1,166,True,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,True,2
1,167,True,7,"grasper,grasp,gallbladder",0,grasper,0,grasp,0,gallbladder,True,2
1,167,True,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,True,2
1,168,True,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,True,2
1,168,True,7,"grasper,grasp,gallbladder",0,grasper,0,grasp,0,gallbladder,True,2
1,169,True,7,"grasper,grasp,gallbladder",0,grasper,0,grasp,0,gallbladder,True,2
1,169,True,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,True,2
1,170,True,7,"grasper,grasp,gallbladder",0,grasper,0,grasp,0,gallbladder,True,2
1,170,True,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,True,2
1,171,True,7,"grasper,grasp,gallbladder",0,grasper,0,grasp,0,gallbladder,True,2
1,171,True,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,True,2
1,172,False,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,True,1
1,173,False,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,True,1
1,174,False,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,True,1
1,175,False,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,True,1
1,176,False,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,True,1
1,177,True,7,"grasper,grasp,gallbladder",0,grasper,0,grasp,0,gallbladder,True,2
1,177,True,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,True,2
1,178,True,7,"grasper,grasp,gallbladder",0,grasper,0,grasp,0,gallbladder,True,2
1,178,True,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,True,2
1,179,True,7,"grasper,grasp,gallbladder",0,grasper,0,grasp,0,gallbladder,True,2
1,179,True,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,True,2
1,180,True,7,"grasper,grasp,gallbladder",0,grasper,0,grasp,0,gallbladder,True,2
1,180,True,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,True,2
1,181,True,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,True,2
1,181,True,7,"grasper,grasp,gallbladder",0,grasper,0,grasp,0,gallbladder,True,2
1,182,True,7,"grasper,grasp,gallbladder",0,grasper,0,grasp,0,gallbladder,True,2
1,182,True,96,"hook,null_verb,null_target",2,hook,9,null_verb,14,null_target,True,2
1,183,True,7,"grasper,grasp,gallbladder",0,grasper,0,grasp,0,gallbladder,True,2
